respID,qID,altID,obsID,profileID,type,type2,price,weight,runtime,airspeed
73,4,3,580,354,battery,backpack,80,40,200,50
73,5,1,581,98,gas,backpack,80,8,60,50
73,5,2,581,4,plug-in,backpack,100,8,unlimited,50
73,5,3,581,190,gas,backpack,200,40,60,125
73,6,1,582,278,gas,backpack,200,20,200,270
73,6,2,582,442,battery,backpack,80,20,15,270
73,6,3,582,290,battery,backpack,80,8,15,50
73,7,1,583,196,gas,backpack,100,8,200,125
73,7,2,583,275,gas,handheld,100,20,200,270
73,7,3,583,249,gas,handheld,80,20,60,270
73,8,1,584,60,plug-in,backpack,100,20,unlimited,270
73,8,2,584,471,battery,handheld,275,20,60,270
73,8,3,584,206,gas,backpack,200,20,200,125
74,1,1,585,51,plug-in,handheld,100,8,unlimited,270
74,1,2,585,422,battery,backpack,200,20,200,125
74,1,3,585,365,battery,handheld,200,8,15,125
74,2,1,586,92,gas,backpack,100,40,15,50
74,2,2,586,261,gas,handheld,200,40,60,270
74,2,3,586,252,gas,backpack,100,20,60,270
74,3,1,587,443,battery,handheld,100,20,15,270
74,3,2,587,63,plug-in,handheld,275,20,unlimited,270
74,3,3,587,200,gas,backpack,275,8,200,125
74,4,1,588,223,gas,handheld,275,8,15,270
74,4,2,588,195,gas,handheld,100,8,200,125
74,4,3,588,247,gas,handheld,275,8,60,270
74,5,1,589,200,gas,backpack,275,8,200,125
74,5,2,589,209,gas,handheld,80,40,200,125
74,5,3,589,263,gas,handheld,275,40,60,270
74,6,1,590,264,gas,backpack,275,40,60,270
74,6,2,590,434,battery,backpack,80,8,15,270
74,6,3,590,376,battery,backpack,275,20,15,125
74,7,1,591,53,plug-in,handheld,200,8,unlimited,270
74,7,2,591,467,battery,handheld,100,20,60,270
74,7,3,591,159,gas,handheld,275,20,15,125
74,8,1,592,467,battery,handheld,100,20,60,270
74,8,2,592,95,gas,handheld,275,40,15,50
74,8,3,592,134,gas,backpack,200,20,200,50
75,1,1,593,271,gas,handheld,275,8,200,270
75,1,2,593,25,plug-in,handheld,80,8,unlimited,125
75,1,3,593,137,gas,handheld,80,40,200,50
75,2,1,594,233,gas,handheld,80,40,15,270
75,2,2,594,182,gas,backpack,200,20,60,125
75,2,3,594,351,battery,handheld,275,20,200,50
75,3,1,595,42,plug-in,backpack,80,40,unlimited,125
75,3,2,595,350,battery,backpack,200,20,200,50
75,3,3,595,466,battery,backpack,80,20,60,270
75,4,1,596,394,battery,backpack,80,20,60,125
75,4,2,596,37,plug-in,handheld,200,20,unlimited,125
75,4,3,596,141,gas,handheld,200,40,200,50
75,5,1,597,369,battery,handheld,80,20,15,125
75,5,2,597,379,battery,handheld,100,40,15,125
75,5,3,597,277,gas,handheld,200,20,200,270
75,6,1,598,231,gas,handheld,275,20,15,270
75,6,2,598,391,battery,handheld,275,8,60,125
75,6,3,598,28,plug-in,backpack,100,8,unlimited,125
75,7,1,599,343,battery,handheld,275,8,200,50
75,7,2,599,409,battery,handheld,80,8,200,125
75,7,3,599,97,gas,handheld,80,8,60,50
75,8,1,600,493,battery,handheld,200,20,200,270
75,8,2,600,462,battery,backpack,200,8,60,270
75,8,3,600,199,gas,handheld,275,8,200,125
76,1,1,601,76,gas,backpack,100,8,15,50
76,1,2,601,64,plug-in,backpack,275,20,unlimited,270
76,1,3,601,149,gas,handheld,200,8,15,125
76,2,1,602,284,gas,backpack,100,40,200,270
76,2,2,602,26,plug-in,backpack,80,8,unlimited,125
76,2,3,602,261,gas,handheld,200,40,60,270
76,3,1,603,132,gas,backpack,100,20,200,50
76,3,2,603,145,gas,handheld,80,8,15,125
76,3,3,603,475,battery,handheld,100,40,60,270
76,4,1,604,72,plug-in,backpack,275,40,unlimited,270
76,4,2,604,481,battery,handheld,80,8,200,270
76,4,3,604,182,gas,backpack,200,20,60,125
76,5,1,605,139,gas,handheld,100,40,200,50
76,5,2,605,40,plug-in,backpack,275,20,unlimited,125
76,5,3,605,5,plug-in,handheld,200,8,unlimited,50
76,6,1,606,415,battery,handheld,275,8,200,125
76,6,2,606,99,gas,handheld,100,8,60,50
76,6,3,606,250,gas,backpack,80,20,60,270
76,7,1,607,379,battery,handheld,100,40,15,125
76,7,2,607,5,plug-in,handheld,200,8,unlimited,50
76,7,3,607,222,gas,backpack,200,8,15,270
76,8,1,608,502,battery,backpack,200,40,200,270
76,8,2,608,213,gas,handheld,200,40,200,125
76,8,3,608,33,plug-in,handheld,80,20,unlimited,125
77,1,1,609,405,battery,handheld,200,40,60,125
77,1,2,609,94,gas,backpack,200,40,15,50
77,1,3,609,140,gas,backpack,100,40,200,50
77,2,1,610,266,gas,backpack,80,8,200,270
77,2,2,610,162,gas,backpack,80,40,15,125
77,2,3,610,237,gas,handheld,200,40,15,270
77,3,1,611,73,gas,handheld,80,8,15,50
77,3,2,611,95,gas,handheld,275,40,15,50
77,3,3,611,193,gas,handheld,80,8,200,125
77,4,1,612,427,battery,handheld,100,40,200,125
77,4,2,612,9,plug-in,handheld,80,20,unlimited,50
77,4,3,612,282,gas,backpack,80,40,200,270
77,5,1,613,256,gas,backpack,275,20,60,270
77,5,2,613,354,battery,backpack,80,40,200,50
77,5,3,613,241,gas,handheld,80,8,60,270
77,6,1,614,227,gas,handheld,100,20,15,270
77,6,2,614,467,battery,handheld,100,20,60,270
77,6,3,614,2,plug-in,backpack,80,8,unlimited,50
77,7,1,615,330,battery,backpack,80,40,60,50
77,7,2,615,414,battery,backpack,200,8,200,125
77,7,3,615,178,gas,backpack,80,20,60,125
77,8,1,616,444,battery,backpack,100,20,15,270
77,8,2,616,17,plug-in,handheld,80,40,unlimited,50
77,8,3,616,42,plug-in,backpack,80,40,unlimited,125
78,1,1,617,130,gas,backpack,80,20,200,50
78,1,2,617,244,gas,backpack,100,8,60,270
78,1,3,617,311,battery,handheld,275,40,15,50
78,2,1,618,317,battery,handheld,200,8,60,50
78,2,2,618,125,gas,handheld,200,8,200,50
78,2,3,618,415,battery,handheld,275,8,200,125
78,3,1,619,443,battery,handheld,100,20,15,270
78,3,2,619,187,gas,handheld,100,40,60,125
78,3,3,619,404,battery,backpack,100,40,60,125
78,4,1,620,148,gas,backpack,100,8,15,125
78,4,2,620,54,plug-in,backpack,200,8,unlimited,270
78,4,3,620,452,battery,backpack,100,40,15,270
78,5,1,621,80,gas,backpack,275,8,15,50
78,5,2,621,418,battery,backpack,80,20,200,125
78,5,3,621,488,battery,backpack,275,8,200,270
78,6,1,622,324,battery,backpack,100,20,60,50
78,6,2,622,100,gas,backpack,100,8,60,50
78,6,3,622,168,gas,backpack,275,40,15,125
78,7,1,623,421,battery,handheld,200,20,200,125
78,7,2,623,310,battery,backpack,200,40,15,50
78,7,3,623,277,gas,handheld,200,20,200,270
78,8,1,624,146,gas,backpack,80,8,15,125
78,8,2,624,266,gas,backpack,80,8,200,270
78,8,3,624,381,battery,handheld,200,40,15,125
79,1,1,625,463,battery,handheld,275,8,60,270
79,1,2,625,361,battery,handheld,80,8,15,125
79,1,3,625,234,gas,backpack,80,40,15,270
79,2,1,626,285,gas,handheld,200,40,200,270
79,2,2,626,372,battery,backpack,100,20,15,125
79,2,3,626,209,gas,handheld,80,40,200,125
79,3,1,627,204,gas,backpack,100,20,200,125
79,3,2,627,11,plug-in,handheld,100,20,unlimited,50
79,3,3,627,205,gas,handheld,200,20,200,125
79,4,1,628,310,battery,backpack,200,40,15,50
79,4,2,628,222,gas,backpack,200,8,15,270
79,4,3,628,475,battery,handheld,100,40,60,270
79,5,1,629,446,battery,backpack,200,20,15,270
79,5,2,629,453,battery,handheld,200,40,15,270
79,5,3,629,409,battery,handheld,80,8,200,125
79,6,1,630,246,gas,backpack,200,8,60,270
79,6,2,630,412,battery,backpack,100,8,200,125
79,6,3,630,264,gas,backpack,275,40,60,270
79,7,1,631,246,gas,backpack,200,8,60,270
79,7,2,631,420,battery,backpack,100,20,200,125
79,7,3,631,114,gas,backpack,80,40,60,50
79,8,1,632,2,plug-in,backpack,80,8,unlimited,50
79,8,2,632,140,gas,backpack,100,40,200,50
79,8,3,632,493,battery,handheld,200,20,200,270
80,1,1,633,257,gas,handheld,80,40,60,270
80,1,2,633,167,gas,handheld,275,40,15,125
80,1,3,633,439,battery,handheld,275,8,15,270
80,2,1,634,135,gas,handheld,275,20,200,50
80,2,2,634,347,battery,handheld,100,20,200,50
80,2,3,634,312,battery,backpack,275,40,15,50
80,3,1,635,442,battery,backpack,80,20,15,270
80,3,2,635,104,gas,backpack,275,8,60,50
80,3,3,635,149,gas,handheld,200,8,15,125
80,4,1,636,451,battery,handheld,100,40,15,270
80,4,2,636,254,gas,backpack,200,20,60,270
80,4,3,636,3,plug-in,handheld,100,8,unlimited,50
80,5,1,637,168,gas,backpack,275,40,15,125
80,5,2,637,146,gas,backpack,80,8,15,125
80,5,3,637,428,battery,backpack,100,40,200,125
80,6,1,638,434,battery,backpack,80,8,15,270
80,6,2,638,380,battery,backpack,100,40,15,125
80,6,3,638,432,battery,backpack,275,40,200,125
80,7,1,639,333,battery,handheld,200,40,60,50
80,7,2,639,129,gas,handheld,80,20,200,50
80,7,3,639,206,gas,backpack,200,20,200,125
80,8,1,640,191,gas,handheld,275,40,60,125
80,8,2,640,44,plug-in,backpack,100,40,unlimited,125
80,8,3,640,289,battery,handheld,80,8,15,50
81,1,1,641,62,plug-in,backpack,200,20,unlimited,270
81,1,2,641,335,battery,handheld,275,40,60,50
81,1,3,641,388,battery,backpack,100,8,60,125
81,2,1,642,50,plug-in,backpack,80,8,unlimited,270
81,2,2,642,70,plug-in,backpack,200,40,unlimited,270
81,2,3,642,270,gas,backpack,200,8,200,270
81,3,1,643,281,gas,handheld,80,40,200,270
81,3,2,643,123,gas,handheld,100,8,200,50
81,3,3,643,144,gas,backpack,275,40,200,50
81,4,1,644,369,battery,handheld,80,20,15,125
81,4,2,644,45,plug-in,handheld,200,40,unlimited,125
81,4,3,644,290,battery,backpack,80,8,15,50
81,5,1,645,315,battery,handheld,100,8,60,50
81,5,2,645,492,battery,backpack,100,20,200,270
81,5,3,645,21,plug-in,handheld,200,40,unlimited,50
81,6,1,646,119,gas,handheld,275,40,60,50
81,6,2,646,338,battery,backpack,80,8,200,50
81,6,3,646,161,gas,handheld,80,40,15,125
81,7,1,647,283,gas,handheld,100,40,200,270
81,7,2,647,66,plug-in,backpack,80,40,unlimited,270
81,7,3,647,495,battery,handheld,275,20,200,270
81,8,1,648,61,plug-in,handheld,200,20,unlimited,270
81,8,2,648,133,gas,handheld,200,20,200,50
81,8,3,648,147,gas,handheld,100,8,15,125
82,1,1,649,439,battery,handheld,275,8,15,270
82,1,2,649,283,gas,handheld,100,40,200,270
82,1,3,649,268,gas,backpack,100,8,200,270
82,2,1,650,161,gas,handheld,80,40,15,125
82,2,2,650,45,plug-in,handheld,200,40,unlimited,125
82,2,3,650,350,battery,backpack,200,20,200,50
82,3,1,651,270,gas,backpack,200,8,200,270
82,3,2,651,422,battery,backpack,200,20,200,125
82,3,3,651,437,battery,handheld,200,8,15,270
82,4,1,652,370,battery,backpack,80,20,15,125
82,4,2,652,351,battery,handheld,275,20,200,50
82,4,3,652,393,battery,handheld,80,20,60,125
82,5,1,653,396,battery,backpack,100,20,60,125
82,5,2,653,381,battery,handheld,200,40,15,125
82,5,3,653,135,gas,handheld,275,20,200,50
82,6,1,654,84,gas,backpack,100,20,15,50
82,6,2,654,259,gas,handheld,100,40,60,270
82,6,3,654,429,battery,handheld,200,40,200,125
82,7,1,655,194,gas,backpack,80,8,200,125
82,7,2,655,382,battery,backpack,200,40,15,125
82,7,3,655,264,gas,backpack,275,40,60,270
82,8,1,656,224,gas,backpack,275,8,15,270
82,8,2,656,236,gas,backpack,100,40,15,270
82,8,3,656,188,gas,backpack,100,40,60,125
83,1,1,657,202,gas,backpack,80,20,200,125
83,1,2,657,320,battery,backpack,275,8,60,50
83,1,3,657,244,gas,backpack,100,8,60,270
83,2,1,658,260,gas,backpack,100,40,60,270
83,2,2,658,164,gas,backpack,100,40,15,125
83,2,3,658,181,gas,handheld,200,20,60,125
83,3,1,659,64,plug-in,backpack,275,20,unlimited,270
83,3,2,659,439,battery,handheld,275,8,15,270
83,3,3,659,296,battery,backpack,275,8,15,50
83,4,1,660,464,battery,backpack,275,8,60,270
83,4,2,660,390,battery,backpack,200,8,60,125
83,4,3,660,204,gas,backpack,100,20,200,125
83,5,1,661,287,gas,handheld,275,40,200,270
83,5,2,661,314,battery,backpack,80,8,60,50
83,5,3,661,492,battery,backpack,100,20,200,270
83,6,1,662,446,battery,backpack,200,20,15,270
83,6,2,662,485,battery,handheld,200,8,200,270
83,6,3,662,224,gas,backpack,275,8,15,270
83,7,1,663,346,battery,backpack,80,20,200,50
83,7,2,663,149,gas,handheld,200,8,15,125
83,7,3,663,118,gas,backpack,200,40,60,50
83,8,1,664,42,plug-in,backpack,80,40,unlimited,125
83,8,2,664,17,plug-in,handheld,80,40,unlimited,50
83,8,3,664,379,battery,handheld,100,40,15,125
84,1,1,665,368,battery,backpack,275,8,15,125
84,1,2,665,47,plug-in,handheld,275,40,unlimited,125
84,1,3,665,242,gas,backpack,80,8,60,270
84,2,1,666,244,gas,backpack,100,8,60,270
84,2,2,666,63,plug-in,handheld,275,20,unlimited,270
84,2,3,666,410,battery,backpack,80,8,200,125
84,3,1,667,264,gas,backpack,275,40,60,270
84,3,2,667,160,gas,backpack,275,20,15,125
84,3,3,667,489,battery,handheld,80,20,200,270
84,4,1,668,481,battery,handheld,80,8,200,270
84,4,2,668,285,gas,handheld,200,40,200,270
84,4,3,668,82,gas,backpack,80,20,15,50
84,5,1,669,133,gas,handheld,200,20,200,50
84,5,2,669,14,plug-in,backpack,200,20,unlimited,50
84,5,3,669,65,plug-in,handheld,80,40,unlimited,270
84,6,1,670,239,gas,handheld,275,40,15,270
84,6,2,670,13,plug-in,handheld,200,20,unlimited,50
84,6,3,670,236,gas,backpack,100,40,15,270
84,7,1,671,306,battery,backpack,80,40,15,50
84,7,2,671,357,battery,handheld,200,40,200,50
84,7,3,671,472,battery,backpack,275,20,60,270
84,8,1,672,450,battery,backpack,80,40,15,270
84,8,2,672,56,plug-in,backpack,275,8,unlimited,270
84,8,3,672,201,gas,handheld,80,20,200,125
85,1,1,673,342,battery,backpack,200,8,200,50
85,1,2,673,110,gas,backpack,200,20,60,50
85,1,3,673,493,battery,handheld,200,20,200,270
85,2,1,674,276,gas,backpack,100,20,200,270
85,2,2,674,302,battery,backpack,200,20,15,50
85,2,3,674,248,gas,backpack,275,8,60,270
85,3,1,675,203,gas,handheld,100,20,200,125
85,3,2,675,480,battery,backpack,275,40,60,270
85,3,3,675,3,plug-in,handheld,100,8,unlimited,50
85,4,1,676,354,battery,backpack,80,40,200,50
85,4,2,676,189,gas,handheld,200,40,60,125
85,4,3,676,172,gas,backpack,100,8,60,125
85,5,1,677,254,gas,backpack,200,20,60,270
85,5,2,677,83,gas,handheld,100,20,15,50
85,5,3,677,128,gas,backpack,275,8,200,50
85,6,1,678,354,battery,backpack,80,40,200,50
85,6,2,678,351,battery,handheld,275,20,200,50
85,6,3,678,343,battery,handheld,275,8,200,50
85,7,1,679,486,battery,backpack,200,8,200,270
85,7,2,679,134,gas,backpack,200,20,200,50
85,7,3,679,217,gas,handheld,80,8,15,270
85,8,1,680,439,battery,handheld,275,8,15,270
85,8,2,680,389,battery,handheld,200,8,60,125
85,8,3,680,404,battery,backpack,100,40,60,125
86,1,1,681,320,battery,backpack,275,8,60,50
86,1,2,681,115,gas,handheld,100,40,60,50
86,1,3,681,251,gas,handheld,100,20,60,270
86,2,1,682,156,gas,backpack,100,20,15,125
86,2,2,682,80,gas,backpack,275,8,15,50
86,2,3,682,462,battery,backpack,200,8,60,270
86,3,1,683,322,battery,backpack,80,20,60,50
86,3,2,683,175,gas,handheld,275,8,60,125
86,3,3,683,113,gas,handheld,80,40,60,50
86,4,1,684,106,gas,backpack,80,20,60,50
86,4,2,684,167,gas,handheld,275,40,15,125
86,4,3,684,410,battery,backpack,80,8,200,125
86,5,1,685,201,gas,handheld,80,20,200,125
86,5,2,685,436,battery,backpack,100,8,15,270
86,5,3,685,308,battery,backpack,100,40,15,50
86,6,1,686,421,battery,handheld,200,20,200,125
86,6,2,686,77,gas,handheld,200,8,15,50
86,6,3,686,309,battery,handheld,200,40,15,50
86,7,1,687,209,gas,handheld,80,40,200,125
86,7,2,687,496,battery,backpack,275,20,200,270
86,7,3,687,65,plug-in,handheld,80,40,unlimited,270
86,8,1,688,442,battery,backpack,80,20,15,270
86,8,2,688,262,gas,backpack,200,40,60,270
86,8,3,688,390,battery,backpack,200,8,60,125
87,1,1,689,182,gas,backpack,200,20,60,125
87,1,2,689,229,gas,handheld,200,20,15,270
87,1,3,689,211,gas,handheld,100,40,200,125
87,2,1,690,185,gas,handheld,80,40,60,125
87,2,2,690,333,battery,handheld,200,40,60,50
87,2,3,690,480,battery,backpack,275,40,60,270
87,3,1,691,407,battery,handheld,275,40,60,125
87,3,2,691,389,battery,handheld,200,8,60,125
87,3,3,691,335,battery,handheld,275,40,60,50
87,4,1,692,320,battery,backpack,275,8,60,50
87,4,2,692,207,gas,handheld,275,20,200,125
87,4,3,692,470,battery,backpack,200,20,60,270
87,5,1,693,242,gas,backpack,80,8,60,270
87,5,2,693,350,battery,backpack,200,20,200,50
87,5,3,693,239,gas,handheld,275,40,15,270
87,6,1,694,400,battery,backpack,275,20,60,125
87,6,2,694,28,plug-in,backpack,100,8,unlimited,125
87,6,3,694,426,battery,backpack,80,40,200,125
87,7,1,695,322,battery,backpack,80,20,60,50
87,7,2,695,259,gas,handheld,100,40,60,270
87,7,3,695,130,gas,backpack,80,20,200,50
87,8,1,696,277,gas,handheld,200,20,200,270
87,8,2,696,61,plug-in,handheld,200,20,unlimited,270
87,8,3,696,205,gas,handheld,200,20,200,125
88,1,1,697,423,battery,handheld,275,20,200,125
88,1,2,697,454,battery,backpack,200,40,15,270
88,1,3,697,259,gas,handheld,100,40,60,270
88,2,1,698,76,gas,backpack,100,8,15,50
88,2,2,698,486,battery,backpack,200,8,200,270
88,2,3,698,63,plug-in,handheld,275,20,unlimited,270
88,3,1,699,338,battery,backpack,80,8,200,50
88,3,2,699,62,plug-in,backpack,200,20,unlimited,270
88,3,3,699,80,gas,backpack,275,8,15,50
88,4,1,700,131,gas,handheld,100,20,200,50
88,4,2,700,122,gas,backpack,80,8,200,50
88,4,3,700,428,battery,backpack,100,40,200,125
88,5,1,701,317,battery,handheld,200,8,60,50
88,5,2,701,77,gas,handheld,200,8,15,50
88,5,3,701,357,battery,handheld,200,40,200,50
88,6,1,702,442,battery,backpack,80,20,15,270
88,6,2,702,168,gas,backpack,275,40,15,125
88,6,3,702,34,plug-in,backpack,80,20,unlimited,125
88,7,1,703,258,gas,backpack,80,40,60,270
88,7,2,703,5,plug-in,handheld,200,8,unlimited,50
88,7,3,703,354,battery,backpack,80,40,200,50
88,8,1,704,251,gas,handheld,100,20,60,270
88,8,2,704,204,gas,backpack,100,20,200,125
88,8,3,704,245,gas,handheld,200,8,60,270
89,1,1,705,276,gas,backpack,100,20,200,270
89,1,2,705,305,battery,handheld,80,40,15,50
89,1,3,705,492,battery,backpack,100,20,200,270
89,2,1,706,372,battery,backpack,100,20,15,125
89,2,2,706,43,plug-in,handheld,100,40,unlimited,125
89,2,3,706,28,plug-in,backpack,100,8,unlimited,125
89,3,1,707,433,battery,handheld,80,8,15,270
89,3,2,707,285,gas,handheld,200,40,200,270
89,3,3,707,354,battery,backpack,80,40,200,50
89,4,1,708,181,gas,handheld,200,20,60,125
89,4,2,708,224,gas,backpack,275,8,15,270
89,4,3,708,20,plug-in,backpack,100,40,unlimited,50
89,5,1,709,186,gas,backpack,80,40,60,125
89,5,2,709,355,battery,handheld,100,40,200,50
89,5,3,709,47,plug-in,handheld,275,40,unlimited,125
89,6,1,710,435,battery,handheld,100,8,15,270
89,6,2,710,497,battery,handheld,80,40,200,270
89,6,3,710,221,gas,handheld,200,8,15,270
89,7,1,711,360,battery,backpack,275,40,200,50
89,7,2,711,389,battery,handheld,200,8,60,125
89,7,3,711,167,gas,handheld,275,40,15,125
89,8,1,712,18,plug-in,backpack,80,40,unlimited,50
89,8,2,712,311,battery,handheld,275,40,15,50
89,8,3,712,481,battery,handheld,80,8,200,270
90,1,1,713,214,gas,backpack,200,40,200,125
90,1,2,713,119,gas,handheld,275,40,60,50
90,1,3,713,93,gas,handheld,200,40,15,50
90,2,1,714,184,gas,backpack,275,20,60,125
90,2,2,714,203,gas,handheld,100,20,200,125
90,2,3,714,128,gas,backpack,275,8,200,50
90,3,1,715,160,gas,backpack,275,20,15,125
90,3,2,715,350,battery,backpack,200,20,200,50
90,3,3,715,401,battery,handheld,80,40,60,125
90,4,1,716,31,plug-in,handheld,275,8,unlimited,125
90,4,2,716,112,gas,backpack,275,20,60,50
90,4,3,716,139,gas,handheld,100,40,200,50
90,5,1,717,396,battery,backpack,100,20,60,125
90,5,2,717,130,gas,backpack,80,20,200,50
90,5,3,717,159,gas,handheld,275,20,15,125
90,6,1,718,394,battery,backpack,80,20,60,125
90,6,2,718,435,battery,handheld,100,8,15,270
90,6,3,718,224,gas,backpack,275,8,15,270
90,7,1,719,6,plug-in,backpack,200,8,unlimited,50
90,7,2,719,167,gas,handheld,275,40,15,125
90,7,3,719,458,battery,backpack,80,8,60,270
90,8,1,720,378,battery,backpack,80,40,15,125
90,8,2,720,109,gas,handheld,200,20,60,50
90,8,3,720,100,gas,backpack,100,8,60,50
91,1,1,721,195,gas,handheld,100,8,200,125
91,1,2,721,46,plug-in,backpack,200,40,unlimited,125
91,1,3,721,144,gas,backpack,275,40,200,50
91,2,1,722,32,plug-in,backpack,275,8,unlimited,125
91,2,2,722,61,plug-in,handheld,200,20,unlimited,270
91,2,3,722,157,gas,handheld,200,20,15,125
91,3,1,723,12,plug-in,backpack,100,20,unlimited,50
91,3,2,723,221,gas,handheld,200,8,15,270
91,3,3,723,414,battery,backpack,200,8,200,125
91,4,1,724,443,battery,handheld,100,20,15,270
91,4,2,724,204,gas,backpack,100,20,200,125
91,4,3,724,452,battery,backpack,100,40,15,270
91,5,1,725,293,battery,handheld,200,8,15,50
91,5,2,725,37,plug-in,handheld,200,20,unlimited,125
91,5,3,725,71,plug-in,handheld,275,40,unlimited,270
91,6,1,726,234,gas,backpack,80,40,15,270
91,6,2,726,371,battery,handheld,100,20,15,125
91,6,3,726,170,gas,backpack,80,8,60,125
91,7,1,727,370,battery,backpack,80,20,15,125
91,7,2,727,115,gas,handheld,100,40,60,50
91,7,3,727,71,plug-in,handheld,275,40,unlimited,270
91,8,1,728,53,plug-in,handheld,200,8,unlimited,270
91,8,2,728,284,gas,backpack,100,40,200,270
91,8,3,728,412,battery,backpack,100,8,200,125
92,1,1,729,344,battery,backpack,275,8,200,50
92,1,2,729,38,plug-in,backpack,200,20,unlimited,125
92,1,3,729,216,gas,backpack,275,40,200,125
92,2,1,730,168,gas,backpack,275,40,15,125
92,2,2,730,36,plug-in,backpack,100,20,unlimited,125
92,2,3,730,376,battery,backpack,275,20,15,125
92,3,1,731,108,gas,backpack,100,20,60,50
92,3,2,731,376,battery,backpack,275,20,15,125
92,3,3,731,451,battery,handheld,100,40,15,270
92,4,1,732,267,gas,handheld,100,8,200,270
92,4,2,732,358,battery,backpack,200,40,200,50
92,4,3,732,446,battery,backpack,200,20,15,270
92,5,1,733,101,gas,handheld,200,8,60,50
92,5,2,733,403,battery,handheld,100,40,60,125
92,5,3,733,4,plug-in,backpack,100,8,unlimited,50
92,6,1,734,495,battery,handheld,275,20,200,270
92,6,2,734,280,gas,backpack,275,20,200,270
92,6,3,734,65,plug-in,handheld,80,40,unlimited,270
92,7,1,735,272,gas,backpack,275,8,200,270
92,7,2,735,448,battery,backpack,275,20,15,270
92,7,3,735,20,plug-in,backpack,100,40,unlimited,50
92,8,1,736,199,gas,handheld,275,8,200,125
92,8,2,736,444,battery,backpack,100,20,15,270
92,8,3,736,336,battery,backpack,275,40,60,50
93,1,1,737,420,battery,backpack,100,20,200,125
93,1,2,737,492,battery,backpack,100,20,200,270
93,1,3,737,32,plug-in,backpack,275,8,unlimited,125
93,2,1,738,137,gas,handheld,80,40,200,50
93,2,2,738,134,gas,backpack,200,20,200,50
93,2,3,738,332,battery,backpack,100,40,60,50
93,3,1,739,496,battery,backpack,275,20,200,270
93,3,2,739,366,battery,backpack,200,8,15,125
93,3,3,739,299,battery,handheld,100,20,15,50
93,4,1,740,157,gas,handheld,200,20,15,125
93,4,2,740,345,battery,handheld,80,20,200,50
93,4,3,740,92,gas,backpack,100,40,15,50
93,5,1,741,482,battery,backpack,80,8,200,270
93,5,2,741,274,gas,backpack,80,20,200,270
93,5,3,741,230,gas,backpack,200,20,15,270
93,6,1,742,397,battery,handheld,200,20,60,125
93,6,2,742,310,battery,backpack,200,40,15,50
93,6,3,742,452,battery,backpack,100,40,15,270
93,7,1,743,8,plug-in,backpack,275,8,unlimited,50
93,7,2,743,392,battery,backpack,275,8,60,125
93,7,3,743,161,gas,handheld,80,40,15,125
93,8,1,744,359,battery,handheld,275,40,200,50
93,8,2,744,398,battery,backpack,200,20,60,125
93,8,3,744,380,battery,backpack,100,40,15,125
94,1,1,745,348,battery,backpack,100,20,200,50
94,1,2,745,196,gas,backpack,100,8,200,125
94,1,3,745,88,gas,backpack,275,20,15,50
94,2,1,746,455,battery,handheld,275,40,15,270
94,2,2,746,203,gas,handheld,100,20,200,125
94,2,3,746,253,gas,handheld,200,20,60,270
94,3,1,747,409,battery,handheld,80,8,200,125
94,3,2,747,424,battery,backpack,275,20,200,125
94,3,3,747,498,battery,backpack,80,40,200,270
94,4,1,748,103,gas,handheld,275,8,60,50
94,4,2,748,2,plug-in,backpack,80,8,unlimited,50
94,4,3,748,68,plug-in,backpack,100,40,unlimited,270
94,5,1,749,216,gas,backpack,275,40,200,125
94,5,2,749,98,gas,backpack,80,8,60,50
94,5,3,749,391,battery,handheld,275,8,60,125
94,6,1,750,219,gas,handheld,100,8,15,270
94,6,2,750,185,gas,handheld,80,40,60,125
94,6,3,750,379,battery,handheld,100,40,15,125
94,7,1,751,171,gas,handheld,100,8,60,125
94,7,2,751,77,gas,handheld,200,8,15,50
94,7,3,751,43,plug-in,handheld,100,40,unlimited,125
94,8,1,752,297,battery,handheld,80,20,15,50
94,8,2,752,437,battery,handheld,200,8,15,270
94,8,3,752,375,battery,handheld,275,20,15,125
95,1,1,753,116,gas,backpack,100,40,60,50
95,1,2,753,288,gas,backpack,275,40,200,270
95,1,3,753,8,plug-in,backpack,275,8,unlimited,50
95,2,1,754,176,gas,backpack,275,8,60,125
95,2,2,754,448,battery,backpack,275,20,15,270
95,2,3,754,63,plug-in,handheld,275,20,unlimited,270
95,3,1,755,296,battery,backpack,275,8,15,50
95,3,2,755,57,plug-in,handheld,80,20,unlimited,270
95,3,3,755,319,battery,handheld,275,8,60,50
95,4,1,756,304,battery,backpack,275,20,15,50
95,4,2,756,332,battery,backpack,100,40,60,50
95,4,3,756,395,battery,handheld,100,20,60,125
95,5,1,757,204,gas,backpack,100,20,200,125
95,5,2,757,311,battery,handheld,275,40,15,50
95,5,3,757,401,battery,handheld,80,40,60,125
95,6,1,758,498,battery,backpack,80,40,200,270
95,6,2,758,170,gas,backpack,80,8,60,125
95,6,3,758,75,gas,handheld,100,8,15,50
95,7,1,759,460,battery,backpack,100,8,60,270
95,7,2,759,318,battery,backpack,200,8,60,50
95,7,3,759,38,plug-in,backpack,200,20,unlimited,125
95,8,1,760,149,gas,handheld,200,8,15,125
95,8,2,760,474,battery,backpack,80,40,60,270
95,8,3,760,391,battery,handheld,275,8,60,125
96,1,1,761,407,battery,handheld,275,40,60,125
